beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Slow Pour Pils","Bierstadt Lagerhaus","Pilsner - German",5.1,20,,,,,,,,4,"2022-09-26 06:50:19",https://api.untappd.com/c/1205752221,https://api.untappd.com/beer/1688706,https://api.untappd.com/brewery/241919,"United States",Denver,CO,,,Draft,1205752221,1688706,241919,,4.09,4.08,,0,0
Oachkatzlschwoaf,"Urban Chestnut Brewing Company",Märzen,5.4,22,,"Sweet Avenue",Sunnyside,NY,"United States",40.7441,-73.9239,4.5,"2022-09-26 06:50:55",https://api.untappd.com/c/1205752241,https://api.untappd.com/beer/81473,https://api.untappd.com/brewery/7262,"United States","Saint Louis",MO,,,Draft,1205752241,81473,7262,,3.75,3.75,,1,0
"BUILT DIFFERENT","Deep Fried Beers","IPA - Imperial / Double New England / Hazy",8.5,50,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-09-28 06:59:44",https://api.untappd.com/c/1206090440,https://api.untappd.com/beer/4973813,https://api.untappd.com/brewery/505963,"United States",Athens,NY,,,Can,1206090440,4973813,505963,,4.29,4.05,,0,0
"DIRNDL DUNKEL","TALEA Beer Co.","Lager - Munich Dunkel",5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-09-29 06:56:51",https://api.untappd.com/c/1206296957,https://api.untappd.com/beer/5004325,https://api.untappd.com/brewery/428134,"United States","Kings County",NY,,,Can,1206296957,5004325,428134,,3.79,3.75,,0,0
"OH2 Oktoberfest Beer","Transmitter Brewing","Lager - Amber / Red",6.3,20,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2022-09-30 09:07:53",https://api.untappd.com/c/1206571322,https://api.untappd.com/beer/5002739,https://api.untappd.com/brewery/95893,"United States",Brooklyn,NY,,,Can,1206571322,5002739,95893,,3.84,3.75,,0,0
"Strictly Chronic: Fresh Hop Edition","KCBC - Kings County Brewers Collective","IPA - American",7,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-10-03 06:57:29",https://api.untappd.com/c/1207925159,https://api.untappd.com/beer/5027918,https://api.untappd.com/brewery/167520,"United States",Brooklyn,NY,,,Can,1207925159,5027918,167520,,3.95,3.81,,0,0
Hammerfest,"Fifth Hammer Brewing Co.",Festbier,6,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2022-10-09 11:28:58",https://api.untappd.com/c/1209913514,https://api.untappd.com/beer/5021466,https://api.untappd.com/brewery/362426,"United States","Long Island City",NY,,,Can,1209913514,5021466,362426,,3.86,3.78,,0,0
"The Localist","Grimm Artisanal Ales","Cream Ale",5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-10-15 15:57:17",https://api.untappd.com/c/1211797143,https://api.untappd.com/beer/4630274,https://api.untappd.com/brewery/72844,"United States",Brooklyn,NY,,,Can,1211797143,4630274,72844,,3.8,3.78,,0,0
Oktoberfest,"Urban South Brewery",Märzen,6.5,15,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2022-10-15 15:57:39",https://api.untappd.com/c/1211797477,https://api.untappd.com/beer/1702604,https://api.untappd.com/brewery/239251,"United States","New Orleans",LA,,,Can,1211797477,1702604,239251,,3.67,3.68,,0,0
Hyottoko,"Japas Cervejaria","IPA - Triple New England / Hazy",10,60,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-10-15 15:57:54",https://api.untappd.com/c/1211797713,https://api.untappd.com/beer/4659570,https://api.untappd.com/brewery/181768,Brazil,"São Paulo","São Paulo",,,Can,1211797713,4659570,181768,,3.89,3.81,,0,0
"Roadsmary’s Baby","Two Roads Brewing Company","Pumpkin / Yam Beer",6.8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-10-18 07:06:19",https://api.untappd.com/c/1212576867,https://api.untappd.com/beer/435327,https://api.untappd.com/brewery/45815,"United States",Stratford,CT,,,Can,1212576867,435327,45815,,3.61,3.61,,0,0
"Oktoberfest Märzen / Original Münchner Märzen","Paulaner Brauerei",Märzen,5.8,20,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2022-10-18 07:06:42",https://api.untappd.com/c/1212576879,https://api.untappd.com/beer/15180,https://api.untappd.com/brewery/972,Germany,Munich,Bayern,,,Bottle,1212576879,15180,972,,3.68,3.68,,0,0
"STATE OF THE ART SERIES: Strata Simcoe Hazy IPA","Industrial Arts Brewing","IPA - New England / Hazy",6.2,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2022-10-19 07:10:23",https://api.untappd.com/c/1212753803,https://api.untappd.com/beer/4792771,https://api.untappd.com/brewery/285703,"United States",Beacon,NY,,,Can,1212753803,4792771,285703,,3.94,3.87,,0,0
"Lemon Love Letter","Blue Point Brewing Company","Sour - Fruited",8,15,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2022-10-20 07:13:09",https://api.untappd.com/c/1212957102,https://api.untappd.com/beer/4817644,https://api.untappd.com/brewery/144,"United States",Patchogue,NY,,,Can,1212957102,4817644,144,,3.74,3.72,,0,0
Oktoberfest,"East Rock Brewing Company",Festbier,6,20,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-10-27 07:17:32",https://api.untappd.com/c/1215160709,https://api.untappd.com/beer/2837790,https://api.untappd.com/brewery/404324,"United States","New Haven",CT,,,Bottle,1215160709,2837790,404324,,3.72,3.71,,0,0
"Fest Bier","Counter Weight Brewing Co.",Festbier,5.9,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2022-10-27 07:17:51",https://api.untappd.com/c/1215160727,https://api.untappd.com/beer/2266589,https://api.untappd.com/brewery/328843,"United States",Cheshire,CT,,,Can,1215160727,2266589,328843,,3.8,3.8,,0,0
"Hava Guava IPA","Montclair Brewery","IPA - American",7.8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2022-10-27 07:18:09",https://api.untappd.com/c/1215160744,https://api.untappd.com/beer/3774660,https://api.untappd.com/brewery/405858,"United States",Montclair,NJ,,,Can,1215160744,3774660,405858,,3.62,3.64,,0,0
Heatwave,"The Bronx Brewery","IPA - White / Wheat",5,18,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,2.5,"2022-10-27 07:18:33",https://api.untappd.com/c/1215160768,https://api.untappd.com/beer/4932222,https://api.untappd.com/brewery/15784,"United States",Bronx,NY,,,Can,1215160768,4932222,15784,,3.66,3.7,,0,0
"Attack of the Space Brut IPA ","Broken Bow Brewery","IPA - Brut",8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2022-11-03 07:16:58",https://api.untappd.com/c/1217312266,https://api.untappd.com/beer/2771349,https://api.untappd.com/brewery/75903,"United States",Tuckahoe,NY,,,Can,1217312266,2771349,75903,,3.63,3.64,,0,0
"Lager Village: Oktoberfest ","Other Half Brewing Co.","Pilsner - German",4.8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2022-11-03 07:17:22",https://api.untappd.com/c/1217312287,https://api.untappd.com/beer/5022673,https://api.untappd.com/brewery/94785,"United States",Brooklyn,NY,,,Can,1217312287,5022673,94785,,3.92,3.89,,0,0
"Petunia's Red Ale","Broken Bow Brewery","Red Ale - Irish",5.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2022-11-03 07:17:50",https://api.untappd.com/c/1217312307,https://api.untappd.com/beer/679985,https://api.untappd.com/brewery/75903,"United States",Tuckahoe,NY,,,Can,1217312307,679985,75903,,3.41,3.45,,0,0
"The Localist","Grimm Artisanal Ales","Cream Ale",5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-11-03 07:18:05",https://api.untappd.com/c/1217312320,https://api.untappd.com/beer/4630274,https://api.untappd.com/brewery/72844,"United States",Brooklyn,NY,,,Can,1217312320,4630274,72844,,3.8,3.78,,0,0
"The End of History","J. Wakefield Brewing","Lager - American",5,20,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2022-11-18 07:42:15",https://api.untappd.com/c/1221653996,https://api.untappd.com/beer/4142147,https://api.untappd.com/brewery/45103,"United States",Miami,FL,,,Can,1221653996,4142147,45103,,3.85,3.78,,0,0
"Whoda Thunk","Kills Boro Brewing Company","Bitter - Extra Special / Strong (ESB)",5.2,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2022-12-03 13:37:03",https://api.untappd.com/c/1226390789,https://api.untappd.com/beer/5029857,https://api.untappd.com/brewery/277977,"United States","Richmond County",NY,,,Can,1226390789,5029857,277977,,3.9,3.77,,0,0
Helles,"Privatbrauerei Schnitzlbaumer","Lager - Helles",5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-12-03 13:37:19",https://api.untappd.com/c/1226390978,https://api.untappd.com/beer/1204205,https://api.untappd.com/brewery/31335,Germany,Traunstein,Bayern,,,Can,1226390978,1204205,31335,,3.49,3.5,,0,0
"Salt Pepper Ketchup","Five Boroughs Brewing Co.","IPA - Session",3.2,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2022-12-05 07:17:43",https://api.untappd.com/c/1227106895,https://api.untappd.com/beer/5031408,https://api.untappd.com/brewery/315131,"United States",Brooklyn,NY,,,Can,1227106895,5031408,315131,,3.64,3.68,,0,0
"Fürst Carl Pils","Schlossbrauerei Ellingen","Pilsner - German",4.9,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2022-12-05 07:17:57",https://api.untappd.com/c/1227106907,https://api.untappd.com/beer/720981,https://api.untappd.com/brewery/123462,Germany,Ellingen,Bayern,,,Can,1227106907,720981,123462,,3.4,3.41,,0,0
Turmweisse,"Weissbierbrauer Kuchlbauer","Wheat Beer - Hefeweizen",5.9,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2022-12-05 07:18:10",https://api.untappd.com/c/1227106918,https://api.untappd.com/beer/21476,https://api.untappd.com/brewery/6123,Germany,Abensberg,Bayern,,,Can,1227106918,21476,6123,,3.59,3.59,,0,0
"Schwarze Tinte","Hopfenkopf Bräu","Stout - Foreign / Export",6.2,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2022-12-07 07:24:37",https://api.untappd.com/c/1227469434,https://api.untappd.com/beer/3084771,https://api.untappd.com/brewery/386108,Germany,"Feichten an der Alz",Bayern,,,Can,1227469434,3084771,386108,,3.52,3.52,,0,0
"Graminger Deife","Graminger Weissbräu",Märzen,5.6,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2022-12-07 22:20:34",https://api.untappd.com/c/1227651506,https://api.untappd.com/beer/1995182,https://api.untappd.com/brewery/62569,Germany,Altötting,Bayern,,,Can,1227651506,1995182,62569,,3.53,3.54,,0,0
"Helle Aufregung","Landgang Brauerei","Lager - Helles",5,25,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-12-10 13:45:51",https://api.untappd.com/c/1228537580,https://api.untappd.com/beer/1080895,https://api.untappd.com/brewery/202285,Germany,Hamburg,Hamburg,,,Can,1228537580,1080895,202285,,3.42,3.42,,0,0
"Grantler Hell","Schlossbrauerei Herrngiersdorf","Lager - Helles",4.9,20,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2022-12-15 21:50:31",https://api.untappd.com/c/1230033799,https://api.untappd.com/beer/791022,https://api.untappd.com/brewery/16721,Germany,Herrngiersdorf,Bayern,,,Can,1230033799,791022,16721,,3.36,3.36,,0,0
"Hallertauer Hopfen Cuvée","Schlossbrauerei Herrngiersdorf","Pilsner - German",5.3,31,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-12-15 21:50:45",https://api.untappd.com/c/1230033858,https://api.untappd.com/beer/733792,https://api.untappd.com/brewery/16721,Germany,Herrngiersdorf,Bayern,,,Can,1230033858,733792,16721,,3.18,3.19,,0,0
"Tannen Hell","Hohenthanner Schlossbrauerei","Lager - Helles",5,11,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2022-12-15 21:50:58",https://api.untappd.com/c/1230033918,https://api.untappd.com/beer/74781,https://api.untappd.com/brewery/15416,Germany,Hohenthann,Bayern,,,Can,1230033918,74781,15416,,3.41,3.41,,0,0
"Helles Lager","Privatbrauerei H. Egerer","Lager - Helles",5.1,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2022-12-15 21:51:11",https://api.untappd.com/c/1230033965,https://api.untappd.com/beer/5158365,https://api.untappd.com/brewery/58983,Germany,Großköllnbach,Bayern,,,Can,1230033965,5158365,58983,,3.47,3.54,,0,0
"Zwönitzer Steinbier","Brauerei Zwönitz","Historical Beer - Steinbier",5.6,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-12-15 21:51:31",https://api.untappd.com/c/1230034057,https://api.untappd.com/beer/3818534,https://api.untappd.com/brewery/14759,Germany,Zwönitz,Sachsen,,,Can,1230034057,3818534,14759,,3.49,3.49,,0,0
Tradition,Herrnbräu,Festbier,5.5,20,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-12-19 21:31:51",https://api.untappd.com/c/1231541146,https://api.untappd.com/beer/85068,https://api.untappd.com/brewery/16830,Germany,Ingolstadt,Bayern,,,Can,1231541146,85068,16830,,3.33,3.33,,0,0
"Käuzle Helles Lager",Kauzen-Bräu,"Lager - Helles",5.2,14,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2022-12-24 09:51:24",https://api.untappd.com/c/1232919882,https://api.untappd.com/beer/2554582,https://api.untappd.com/brewery/13317,Germany,Ochsenfurt,Bayern,,,Can,1232919882,2554582,13317,,3.39,3.4,,0,0
"Bambule Pils (Export Version)",ÜberQuell,"Pilsner - German",5,35,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2022-12-27 07:16:23",https://api.untappd.com/c/1234217627,https://api.untappd.com/beer/4816621,https://api.untappd.com/brewery/331725,Germany,Hamburg,Hamburg,,,Can,1234217627,4816621,331725,,3.36,3.37,,0,0
"Kurpfalzbräu Kellerbier","Welde Braumanufaktur","Kellerbier / Zwickelbier",4.9,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2022-12-27 07:16:41",https://api.untappd.com/c/1234217655,https://api.untappd.com/beer/2639250,https://api.untappd.com/brewery/3783,Germany,Plankstadt,Baden-Württemberg,,,Can,1234217655,2639250,3783,,3.4,3.4,,0,0
Festbier,"Fair State Brewing Cooperative",Festbier,5.7,20,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-12-27 07:17:04",https://api.untappd.com/c/1234217701,https://api.untappd.com/beer/845612,https://api.untappd.com/brewery/97223,"United States",Minneapolis,MN,,,Can,1234217701,845612,97223,,3.75,3.74,,0,0
Husarentrunk,"Schloßbrauerei Rheder",Festbier,5.3,25,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2022-12-28 11:31:08",https://api.untappd.com/c/1234599131,https://api.untappd.com/beer/1001812,https://api.untappd.com/brewery/76546,Germany,Rheder,Nordrhein-Westfalen,,,Can,1234599131,1001812,76546,,3.25,3.25,,0,0
Perlenzauber,"Privatbrauerei H. Egerer","Pale Ale - Other",5.4,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2022-12-29 07:26:48",https://api.untappd.com/c/1234929090,https://api.untappd.com/beer/2245267,https://api.untappd.com/brewery/58983,Germany,Großköllnbach,Bayern,,,Can,1234929090,2245267,58983,,3.35,3.35,,0,0
"Marie Hausbrendel","Schwarzbräu ","Lager - Helles",4.8,18,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2022-12-29 07:27:02",https://api.untappd.com/c/1234929123,https://api.untappd.com/beer/3216521,https://api.untappd.com/brewery/26885,Germany,Zusmarshausen,Bayern,,,Can,1234929123,3216521,26885,,3.44,3.44,,0,0
"Alms Hell","Privatbrauerei H. Egerer","Lager - Helles",5.2,15,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2022-12-29 21:49:17",https://api.untappd.com/c/1235284206,https://api.untappd.com/beer/3978557,https://api.untappd.com/brewery/58983,Germany,Großköllnbach,Bayern,,,Can,1235284206,3978557,58983,,3.41,3.41,,0,0
"Good Behavior","Odell Brewing Co.","IPA - Session",4,37,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.75,"2022-12-29 21:49:31",https://api.untappd.com/c/1235284282,https://api.untappd.com/beer/3466155,https://api.untappd.com/brewery/7296,"United States","Fort Collins",CO,,,Can,1235284282,3466155,7296,,3.61,3.61,,0,0
Transverse,"Torch & Crown Brewing Company","Brown Ale - American",5.3,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-01-03 17:29:10",https://api.untappd.com/c/1237068134,https://api.untappd.com/beer/4544670,https://api.untappd.com/brewery/386511,"United States","New York",NY,,,Can,1237068134,4544670,386511,,3.61,3.63,,0,0
"Erl Hell","Landbrauerei Ludwig Erl","Lager - Helles",5,15,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-01-04 07:33:44",https://api.untappd.com/c/1237138600,https://api.untappd.com/beer/2841690,https://api.untappd.com/brewery/16720,Germany,Geiselhöring,Bayern,,,Can,1237138600,2841690,16720,,3.34,3.34,,0,0
Hell,"Flötzinger Bräu Rosenheim ","Lager - Helles",5.2,18,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2023-01-07 11:26:26",https://api.untappd.com/c/1237961351,https://api.untappd.com/beer/112870,https://api.untappd.com/brewery/10049,Germany,Rosenheim,Bayern,,,Can,1237961351,112870,10049,,3.48,3.49,,0,0
"Wiener Lager","Privatbrauerei H. Egerer","Lager - Vienna",5.1,20,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-01-07 11:26:46",https://api.untappd.com/c/1237961492,https://api.untappd.com/beer/4021990,https://api.untappd.com/brewery/58983,Germany,Großköllnbach,Bayern,,,Can,1237961492,4021990,58983,,3.43,3.44,,0,0
"Der Schwarze Bock",Kraftbierwerkstatt,"Bock - Single / Traditional",6.2,14,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-01-10 07:17:05",https://api.untappd.com/c/1238755324,https://api.untappd.com/beer/3458155,https://api.untappd.com/brewery/221110,Germany,Böblingen,Baden-Württemberg,,,Can,1238755324,3458155,221110,,3.51,3.52,,0,0
"India Pale Ale","Upslope Brewing Company","IPA - American",7.2,65,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2023-01-10 07:17:19",https://api.untappd.com/c/1238755332,https://api.untappd.com/beer/55730,https://api.untappd.com/brewery/1860,"United States",Boulder,CO,,,Can,1238755332,55730,1860,,3.57,3.57,,0,0
"7K IPA","Santa Fe Brewing Company","IPA - American",7,70,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2023-01-11 07:21:02",https://api.untappd.com/c/1238889386,https://api.untappd.com/beer/2148994,https://api.untappd.com/brewery/1108,"United States","Santa Fe",NM,,,Can,1238889386,2148994,1108,,3.81,3.81,,0,0
"Manic Confidence","Deep Ellum Brewing Company®","IPA - New England / Hazy",6.5,25,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-01-11 07:21:14",https://api.untappd.com/c/1238889394,https://api.untappd.com/beer/3647407,https://api.untappd.com/brewery/11028,"United States",Dallas,TX,,,Can,1238889394,3647407,11028,,3.73,3.73,,0,0
"Fancy Papers™","Cigar City Brewing®","IPA - New England / Hazy",6.5,60,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2023-01-16 08:58:29",https://api.untappd.com/c/1240454619,https://api.untappd.com/beer/3550426,https://api.untappd.com/brewery/379,"United States",Tampa,FL,,,Can,1240454619,3550426,379,,3.78,3.78,,0,0
"FRESH FEET & NO CHICKEN","Evil Twin Brewing NYC","IPA - Milkshake",7.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.5,"2023-01-16 08:58:58",https://api.untappd.com/c/1240454651,https://api.untappd.com/beer/3810981,https://api.untappd.com/brewery/420055,"United States",Ridgewood,NY,"orange,vanilla,sweet",,Can,1240454651,3810981,420055,,4.34,4.29,,0,0
CitraDonkDonkDonkulous,"Wiley Roots Brewing Company","IPA - Triple New England / Hazy",9.2,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-01-18 07:19:58",https://api.untappd.com/c/1240733703,https://api.untappd.com/beer/4739518,https://api.untappd.com/brewery/70376,"United States",Greeley,CO,,,Can,1240733703,4739518,70376,,4.11,3.98,,0,0
"Toward the Fray","Station 26 Brewing Co.","IPA - American",6.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-01-18 07:20:21",https://api.untappd.com/c/1240733717,https://api.untappd.com/beer/4716384,https://api.untappd.com/brewery/96824,"United States",Denver,CO,,,Can,1240733717,4716384,96824,,3.79,3.75,,0,0
"Back In Da Haze","Melvin Brewing","IPA - New England / Hazy",6.4,58,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-01-20 23:36:19",https://api.untappd.com/c/1241441879,https://api.untappd.com/beer/3884838,https://api.untappd.com/brewery/99478,"United States",Alpine,WY,,,Can,1241441879,3884838,99478,,3.81,3.81,,0,0
"Blizzard of Hops","Tröegs Independent Brewing","IPA - American",6.4,80,,"MiKro Depot",Hamden,CT,"United States",41.4148,-72.9035,4,"2023-01-22 14:40:18",https://api.untappd.com/c/1242087439,https://api.untappd.com/beer/533372,https://api.untappd.com/brewery/2583,"United States",Hershey,PA,,,Draft,1242087439,533372,2583,,3.76,3.76,,0,0
"Baked Goods","Clown Shoes","Pale Ale - American",5.5,50,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2023-01-23 19:14:59",https://api.untappd.com/c/1242323896,https://api.untappd.com/beer/1983686,https://api.untappd.com/brewery/7583,"United States",Boston,MA,,,Can,1242323896,1983686,7583,,3.63,3.63,,0,0
"Aurora Orangealis","Clown Shoes","IPA - American",7,65,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2023-01-23 19:15:13",https://api.untappd.com/c/1242323930,https://api.untappd.com/beer/1346081,https://api.untappd.com/brewery/7583,"United States",Boston,MA,,,Can,1242323930,1346081,7583,,3.73,3.73,,0,0
"Royal Standard","Clown Shoes","Scotch Ale / Wee Heavy",8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-01-28 13:17:42",https://api.untappd.com/c/1243396487,https://api.untappd.com/beer/648639,https://api.untappd.com/brewery/7583,"United States",Boston,MA,,,Can,1243396487,648639,7583,,3.69,3.69,,0,0
Swagger,"Clown Shoes","Lager - American Amber / Red",6,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2023-01-28 13:17:56",https://api.untappd.com/c/1243396650,https://api.untappd.com/beer/357756,https://api.untappd.com/brewery/7583,"United States",Boston,MA,,,Can,1243396650,357756,7583,,3.59,3.59,,0,0
"Burnt Caramel","Clown Shoes","Brown Ale - American",7,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-01-28 13:18:13",https://api.untappd.com/c/1243396856,https://api.untappd.com/beer/630095,https://api.untappd.com/brewery/7583,"United States",Boston,MA,,,Can,1243396856,630095,7583,,3.59,3.59,,0,0
"Placebo Effect","Tox Brewing Co.","Cream Ale",5.2,10,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-02-01 21:57:46",https://api.untappd.com/c/1244467488,https://api.untappd.com/beer/1566186,https://api.untappd.com/brewery/271860,"United States","New London",CT,,,Can,1244467488,1566186,271860,,3.71,3.71,,0,0
"Minuet Session IPA","Twin Fork Beer Company","IPA - Session",4.9,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2023-02-01 21:58:08",https://api.untappd.com/c/1244467541,https://api.untappd.com/beer/3963556,https://api.untappd.com/brewery/169807,"United States",Riverhead,NY,,,Can,1244467541,3963556,169807,,3.75,3.73,,0,0
"Double Pillow Hat","Hudson Valley Brewery","IPA - Imperial / Double New England / Hazy",9,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-02-01 21:58:26",https://api.untappd.com/c/1244467587,https://api.untappd.com/beer/4557857,https://api.untappd.com/brewery/169038,"United States",Beacon,NY,,,Can,1244467587,4557857,169038,,4.13,4.06,,0,0
"APPLE CINNAMON AMBER","TALEA Beer Co.","Red Ale - American Amber / Red",5.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2023-02-03 07:26:54",https://api.untappd.com/c/1244695513,https://api.untappd.com/beer/5115283,https://api.untappd.com/brewery/428134,"United States","Kings County",NY,,,Can,1244695513,5115283,428134,,3.57,3.65,,0,0
"Space Cake","Clown Shoes","IPA - Imperial / Double",9,50,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-02-09 07:29:51",https://api.untappd.com/c/1246340440,https://api.untappd.com/beer/511589,https://api.untappd.com/brewery/7583,"United States",Boston,MA,,,Can,1246340440,511589,7583,,3.88,3.88,,0,0
"Cosmic Waffle","Clown Shoes","IPA - Belgian",7,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-02-09 07:30:08",https://api.untappd.com/c/1246340455,https://api.untappd.com/beer/5070197,https://api.untappd.com/brewery/7583,"United States",Boston,MA,,,Can,1246340455,5070197,7583,,3.57,3.58,,0,0
"6th Birthday Zombie","KCBC - Kings County Brewers Collective","Sour - Smoothie / Pastry",6.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2023-02-09 07:30:31",https://api.untappd.com/c/1246340471,https://api.untappd.com/beer/5009529,https://api.untappd.com/brewery/167520,"United States",Brooklyn,NY,,,Can,1246340471,5009529,167520,,4.07,3.93,,0,0
"Juice Gymnastics ","Other Half Brewing Co.","IPA - Imperial / Double",8.7,80,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-02-09 07:30:50",https://api.untappd.com/c/1246340487,https://api.untappd.com/beer/4147720,https://api.untappd.com/brewery/94785,"United States",Brooklyn,NY,,,Can,1246340487,4147720,94785,,4.24,4.21,,0,0
"Reindeer Games","Clown Shoes","IPA - Red",7,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-02-12 13:40:23",https://api.untappd.com/c/1247571223,https://api.untappd.com/beer/815178,https://api.untappd.com/brewery/7583,"United States",Boston,MA,,,Can,1247571223,815178,7583,,3.61,3.61,,0,0
"Coconut Sombrero","Clown Shoes","Stout - American",7,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-02-12 13:40:36",https://api.untappd.com/c/1247571309,https://api.untappd.com/beer/3208838,https://api.untappd.com/brewery/7583,"United States",Boston,MA,,,Can,1247571309,3208838,7583,,3.77,3.76,,0,0
"Deepest Depths (Cacao Nibs, Marshmallow, 802 Coffee)","Green Empire Brewing","Stout - Imperial / Double Milk",10,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4.25,"2023-02-12 13:40:49",https://api.untappd.com/c/1247571383,https://api.untappd.com/beer/4011785,https://api.untappd.com/brewery/355321,"United States",Colchester,VT,,,Can,1247571383,4011785,355321,,4.07,3.87,,0,0
